epoch,train_loss,valid_loss,valid_accuracy,valid_f1
1,0.3162464456672419,0.14527501895298695,0.9327731092436975,0.9327635367729233
2,0.15346491397004083,0.11215152093185887,0.9613445378151261,0.9613707537208243
3,0.23499863786617856,0.10080279626308522,0.9647058823529412,0.9647298359428607
4,0.16774497201672833,0.09985755507727997,0.9651260504201681,0.9651512327652495
5,0.14018515927052216,0.13302238965604296,0.9647058823529412,0.9647293939627024
6,0.1381238809654973,0.10329213597717611,0.9659663865546219,0.9659908615277376
7,0.1651995837950717,0.1217087560236429,0.9630252100840336,0.9630519663747727
8,0.14269513970912392,0.2247218830039587,0.9592436974789916,0.9592679294619328
9,0.11271204372909417,0.07807117920159323,0.9773109243697479,0.9773215666532888
10,0.16244086886875142,0.07904535200018686,0.9781512605042016,0.9781636073844472
11,0.16736079704047718,0.09089675465432283,0.9634453781512605,0.9634718233418246
12,0.09689050421265881,0.09714896694542965,0.9647058823529412,0.9647313963712483
13,0.19214853014411798,0.49311458719625073,0.9600840336134454,0.960112341684372
14,0.17014510241815808,0.38957342938586154,0.9525210084033613,0.9525501101340944
15,0.11457731701896991,0.08063585670411372,0.9764705882352941,0.9764838848755586
16,0.2534302796949827,0.10174251259199106,0.9680672268907563,0.9680899779116003
17,0.17623994576184668,0.1382460129158587,0.9659663865546219,0.9659907162419263
18,0.3866966574954069,0.35923602467015286,0.8512605042016806,0.846635729595482
19,0.32170102710006004,0.14262110088469818,0.9642857142857143,0.9643110425597011
